emp_no,first_name,last_name,birth_date,from_date,to_date,title
295255,Jacopo,Bellone,1965-01-04,1988-03-13,9999-01-01,Technique Leader
295262,Moon,Pews,1965-01-22,1994-08-06,9999-01-01,Assistant Engineer
295268,Eben,Calkin,1965-01-28,1996-12-19,9999-01-01,Senior Staff
295278,Val,Barvinok,1965-01-04,1990-01-02,9999-01-01,Senior Engineer
295411,Chiranjit,Serot,1965-01-18,1997-04-04,9999-01-01,Staff
295857,Kankanahalli,Ciolek,1965-01-17,1989-12-26,9999-01-01,Senior Staff
296062,Shaz,Driscoll,1965-01-29,1998-10-03,9999-01-01,Staff
296303,Mariangiola,Heyers,1965-01-28,1992-08-04,9999-01-01,Technique Leader
296428,Charmane,Simmen,1965-01-03,1989-03-07,9999-01-01,Senior Staff
296664,Dipayan,Geffroy,1965-01-31,1987-09-17,9999-01-01,Senior Engineer
296687,Palash,Spieker,1965-01-02,1991-05-11,9999-01-01,Senior Staff
296718,Kamakshi,Bahl,1965-01-30,1987-12-22,9999-01-01,Senior Engineer
297232,Lokesh,Saoudi,1965-01-16,1999-05-25,9999-01-01,Senior Staff
297431,Cathie,Ratnakar,1965-01-12,1996-06-23,9999-01-01,Senior Staff
297474,Irena,Terkki,1965-01-13,1998-03-11,9999-01-01,Staff
297905,Marc,Bahl,1965-01-12,1997-06-18,9999-01-01,Assistant Engineer
297954,Sailaja,Fujisaki,1965-01-13,1995-07-24,9999-01-01,Assistant Engineer
298339,King,Benzmuller,1965-01-11,1986-09-04,9999-01-01,Senior Engineer
298577,Florina,Litecky,1965-01-11,1985-12-02,9999-01-01,Senior Staff
298953,Zita,Syang,1965-02-01,1998-12-29,9999-01-01,Staff
299346,Fumitake,Sichman,1965-01-09,1991-02-21,9999-01-01,Senior Staff
299580,Luisa,Itzfeldt,1965-01-21,1997-01-23,9999-01-01,Engineer
299718,Denny,Shobatake,1965-01-15,1997-06-22,9999-01-01,Senior Staff
299737,Patricio,Itzfeldt,1965-02-01,1985-05-21,9999-01-01,Senior Staff
400046,Hilari,Christ,1965-01-12,1996-10-07,9999-01-01,Senior Staff
400358,Angus,Jullig,1965-01-31,1989-04-13,9999-01-01,Senior Engineer
400683,Kamakshi,Manders,1965-01-28,1995-08-05,9999-01-01,Staff
400780,Poornachandra,Asser,1965-01-09,1993-11-07,9999-01-01,Engineer
400796,Bodo,Halevi,1965-01-10,1996-05-30,9999-01-01,Engineer
401154,Danae,Kragelund,1965-01-27,1987-05-20,9999-01-01,Senior Staff
401278,Oguz,Schurmann,1965-01-16,1986-11-11,9999-01-01,Engineer
401333,Martins,Shokrollahi,1965-01-30,1986-11-04,9999-01-01,Senior Engineer
401420,Florian,Uhrig,1965-01-06,1987-01-31,9999-01-01,Senior Staff
401574,Yannik,Falco,1965-01-13,1988-01-15,9999-01-01,Technique Leader
402025,Shigehito,Duclos,1965-01-20,1987-09-20,9999-01-01,Senior Engineer
402102,Kersti,Granlund,1965-01-21,1995-03-19,9999-01-01,Engineer
402664,Subhada,Janetzko,1965-01-04,1987-01-25,9999-01-01,Senior Engineer
402718,Jeanna,Rettelbach,1965-01-17,1990-02-14,9999-01-01,Senior Engineer
402827,Weidon,Pollacia,1965-01-28,2002-03-24,9999-01-01,Senior Staff
403010,Toshimitsu,Sluis,1965-01-16,1985-02-18,9999-01-01,Senior Engineer
403621,Deborah,Kaminger,1965-01-07,1988-06-04,9999-01-01,Senior Staff
403644,Krisda,Hainaut,1965-01-19,1995-07-08,9999-01-01,Senior Staff
403954,Jeanna,Bratten,1965-01-10,1990-07-26,9999-01-01,Senior Engineer
404018,Valery,Babb,1965-01-11,1998-10-19,9999-01-01,Senior Engineer
404236,Zengping,Kakkar,1965-01-12,1988-07-22,9999-01-01,Senior Engineer
404462,Anestis,Setlzner,1965-01-09,1985-07-13,9999-01-01,Senior Engineer
404573,Eberhardt,Spelt,1965-01-31,1997-07-05,9999-01-01,Staff
404755,Manu,Junet,1965-01-13,1991-04-20,9999-01-01,Senior Staff
404788,Basem,Beausoleil,1965-01-16,1998-03-16,9999-01-01,Engineer
405015,Morris,Fargier,1965-01-02,1988-06-29,9999-01-01,Senior Staff
405063,Yechezkel,Yurov,1965-01-26,2001-11-16,9999-01-01,Senior Engineer
406125,Georgi,Portugali,1965-01-25,1987-09-27,9999-01-01,Technique Leader
406239,Marek,Tomescu,1965-01-09,1995-05-15,9999-01-01,Senior Engineer
406564,Parviz,Picco,1965-01-25,1995-04-16,9999-01-01,Engineer
406714,Malu,Ossenbruggen,1965-02-01,1986-11-21,9999-01-01,Senior Staff
406847,Alexius,Crouzet,1965-01-24,1999-10-05,9999-01-01,Staff
407522,Tommaso,Raczkowsky,1965-01-25,1996-08-29,9999-01-01,Staff
407837,Fei,Erez,1965-02-01,1988-04-02,9999-01-01,Senior Engineer
408019,Shridhar,Chleq,1965-01-01,1986-03-22,9999-01-01,Senior Engineer
408114,Geoffrey,Ladret,1965-01-05,1994-01-03,9999-01-01,Engineer
408163,Irene,Sethi,1965-01-21,2000-08-12,9999-01-01,Senior Engineer
408417,Tsz,Daescu,1965-01-19,1994-09-28,9999-01-01,Staff
408437,Uno,Solares,1965-01-29,1994-09-22,9999-01-01,Senior Staff
408447,Mayuri,Werthner,1965-01-13,2001-02-20,9999-01-01,Senior Staff
408654,Yongqiao,Cochrane,1965-01-09,1986-10-27,9999-01-01,Senior Staff
408953,Jolita,Claffy,1965-01-26,1993-12-24,9999-01-01,Senior Engineer
409391,Willard,Verspoor,1965-01-06,1999-02-28,9999-01-01,Engineer
409798,Dekang,Tsunoo,1965-01-15,1995-01-19,9999-01-01,Technique Leader
409805,Frazer,Candan,1965-01-15,1999-03-05,9999-01-01,Senior Engineer
409898,Divier,Ishibashi,1965-02-01,1989-09-22,9999-01-01,Senior Engineer
410028,Xiadong,McClurg,1965-01-11,1985-09-17,9999-01-01,Senior Staff
410372,Duri,Mitina,1965-01-08,1990-03-04,9999-01-01,Senior Engineer
410433,Kazuhisa,Riesenhuber,1965-01-19,1992-10-06,9999-01-01,Senior Engineer
410616,Gudjon,Kalorkoti,1965-01-18,1994-04-14,9999-01-01,Senior Engineer
410804,Ronnie,Denos,1965-01-17,1992-06-08,9999-01-01,Senior Engineer
410881,Koichi,Grabner,1965-01-06,2000-04-05,9999-01-01,Senior Engineer
411070,Otmar,Brandsma,1965-01-29,1987-05-28,9999-01-01,Senior Engineer
411082,Martine,Cangellaris,1965-01-08,1992-04-28,9999-01-01,Senior Engineer
411143,Goncalo,Barbanera,1965-01-08,1996-09-01,9999-01-01,Senior Staff
412404,Mitsuyuki,Jeansoulin,1965-01-15,1999-10-28,9999-01-01,Senior Engineer
412757,Leen,Peak,1965-01-03,1999-11-20,9999-01-01,Engineer
413098,Hsiangchu,Taubenfeld,1965-01-26,1993-04-17,9999-01-01,Senior Staff
413205,Mototsugu,Prampolini,1965-01-09,1988-06-12,9999-01-01,Senior Staff
413666,Remco,Duclos,1965-01-05,1988-04-18,9999-01-01,Senior Staff
413729,Harjit,Ernst,1965-01-02,1992-04-26,9999-01-01,Technique Leader
413831,Mohamadou,Grabner,1965-01-09,1991-11-25,9999-01-01,Senior Staff
413832,Marco,Jahnichen,1965-01-24,1995-03-28,9999-01-01,Senior Staff
414027,Tadanori,Msuda,1965-01-31,1993-02-20,9999-01-01,Senior Engineer
414091,Wuxu,Kuhnemann,1965-01-17,1997-08-19,9999-01-01,Engineer
414543,Bernd,Anick,1965-01-03,1988-11-19,9999-01-01,Senior Engineer
414551,Elliott,Copas,1965-01-22,1994-09-13,9999-01-01,Senior Engineer
414662,Ipke,Schneeberger,1965-01-21,1985-09-20,9999-01-01,Senior Engineer
414714,Chinho,Delgrande,1965-01-06,1996-11-07,9999-01-01,Senior Staff
414814,Dayanand,Wielonsky,1965-01-28,1999-02-28,9999-01-01,Staff
414897,Juyoung,Willoner,1965-01-17,1989-11-03,9999-01-01,Senior Staff
415187,Juyoung,Peltason,1965-01-03,1998-09-01,9999-01-01,Assistant Engineer
415338,Shigeo,Emmart,1965-01-22,1995-12-24,9999-01-01,Assistant Engineer
415363,Conal,Shackell,1965-01-19,1995-02-23,9999-01-01,Senior Staff
415563,Mrinalini,Bierbaum,1965-01-21,1986-03-12,9999-01-01,Senior Engineer
416074,Alain,Lieberherr,1965-01-08,1987-05-11,9999-01-01,Senior Engineer
416383,Nectarios,Itschner,1965-01-29,1990-03-02,9999-01-01,Senior Engineer
416420,Adamantios,Heemskerk,1965-01-22,1986-08-08,9999-01-01,Senior Staff
416492,Kannan,Meriste,1965-01-15,1992-08-12,9999-01-01,Senior Engineer
416660,Nathalie,Luke,1965-01-28,1987-09-16,9999-01-01,Senior Engineer
416720,Tokuyasu,Xiaoshan,1965-01-14,1991-09-19,9999-01-01,Senior Engineer
416877,Gio,Orsini,1965-01-02,1988-12-07,9999-01-01,Senior Staff
416892,Shooichi,Vandervoorde,1965-01-03,1996-08-16,9999-01-01,Engineer
417435,Bouchung,Zaumen,1965-01-03,1999-01-29,9999-01-01,Senior Staff
418239,Josyula,Motley,1965-01-03,1996-03-26,9999-01-01,Senior Engineer
418247,Oscar,Oppitz,1965-01-08,2002-07-27,9999-01-01,Senior Staff
418298,Arvin,Pusterhofer,1965-01-08,1995-03-02,9999-01-01,Senior Engineer
418309,Danel,Petereit,1965-01-24,1985-02-21,9999-01-01,Senior Engineer
418380,Kazuhiko,Gornas,1965-01-02,1993-05-20,9999-01-01,Senior Engineer
418566,Kazuhide,Snedden,1965-01-27,1996-06-14,9999-01-01,Senior Engineer
418606,Michaela,Otillio,1965-01-11,1994-01-05,9999-01-01,Engineer
418717,Arunachalam,Magliocco,1965-01-20,1987-12-23,9999-01-01,Senior Staff
418860,Ymte,Dalton,1965-02-01,1992-11-22,9999-01-01,Senior Staff
419099,Heon,Broomell,1965-01-15,1998-05-06,9999-01-01,Staff
419953,Ung,Orlowski,1965-01-29,1991-07-22,9999-01-01,Senior Staff
420086,Susuma,Kitsuregawa,1965-01-27,1985-05-28,9999-01-01,Senior Engineer
420476,Mariangiola,Bolsens,1965-01-28,1985-06-15,9999-01-01,Senior Staff
420557,Mabhin,Eastman,1965-01-06,1989-08-02,9999-01-01,Senior Staff
420694,Frazer,Barbanera,1965-01-19,1986-11-04,9999-01-01,Senior Staff
420732,Willard,Morrin,1965-01-06,1996-05-27,9999-01-01,Senior Staff
420759,Raimond,Solovay,1965-01-04,1997-10-03,9999-01-01,Staff
420765,Shawna,Krider,1965-01-17,1990-03-09,9999-01-01,Senior Staff
420877,Khosrow,Erez,1965-01-29,1990-02-11,9999-01-01,Senior Staff
421022,Shigeaki,Butner,1965-01-26,1996-07-13,9999-01-01,Senior Staff
421033,Garnik,Randt,1965-01-14,1989-12-23,9999-01-01,Senior Staff
421074,Zhaofang,Falster,1965-01-07,1994-06-29,9999-01-01,Senior Staff
421312,Mariangiola,Bashian,1965-01-13,1999-09-18,9999-01-01,Engineer
421384,Renny,Bednarek,1965-01-02,1987-06-01,9999-01-01,Senior Staff
421755,Shichao,Thiria,1965-01-03,1989-01-11,9999-01-01,Senior Engineer
422146,Kenton,Miara,1965-01-08,2002-03-13,9999-01-01,Engineer
422783,Jagoda,Uhrig,1965-01-18,1995-09-01,9999-01-01,Engineer
423038,Takushi,Strehl,1965-01-20,1988-10-04,9999-01-01,Senior Staff
423204,Uma,Stranks,1965-01-08,1991-09-13,9999-01-01,Senior Staff
423208,Joydip,Krone,1965-01-19,1995-02-08,9999-01-01,Engineer
423214,Tsutomu,Tetzlaff,1965-01-31,1987-09-24,9999-01-01,Senior Staff
423327,Constantijn,Lichtman,1965-01-27,1994-06-26,9999-01-01,Senior Staff
423350,Heping,Monarch,1965-01-04,1988-04-15,9999-01-01,Senior Staff
423633,Mariusz,Tokunaga,1965-01-30,1985-02-11,9999-01-01,Senior Engineer
423993,Seshu,Kolvik,1965-01-01,1988-12-09,9999-01-01,Technique Leader
424569,Danco,Luff,1965-01-14,1997-10-30,9999-01-01,Engineer
424584,Kagan,Dredge,1965-02-01,1994-02-26,9999-01-01,Senior Engineer
424685,Changho,Veevers,1965-01-10,1997-03-03,9999-01-01,Senior Staff
424797,Theron,Itschner,1965-01-19,1985-05-16,9999-01-01,Senior Staff
424805,Jacqueline,Zallocco,1965-01-24,1987-12-17,9999-01-01,Senior Staff
424930,Xuejun,Reeker,1965-01-19,1988-11-18,9999-01-01,Senior Staff
424984,Vasilis,Waleschkowski,1965-01-11,1996-05-26,9999-01-01,Engineer
425437,Moni,Staudhammer,1965-01-03,1999-03-23,9999-01-01,Engineer
425535,Alagu,Vieri,1965-01-18,1986-08-23,9999-01-01,Senior Staff
425540,Paddy,Zumaque,1965-01-03,1995-11-12,9999-01-01,Senior Staff
425757,Yongdong,Jiang,1965-01-18,1995-01-31,9999-01-01,Senior Staff
425780,Paris,Range,1965-01-15,1989-10-25,9999-01-01,Senior Staff
425830,Guther,Conia,1965-01-30,1999-02-13,9999-01-01,Engineer
425875,Jahangir,Kroft,1965-01-19,1990-06-11,9999-01-01,Senior Staff
426153,Shahaf,Luce,1965-01-16,1999-04-06,9999-01-01,Senior Staff
426168,Kaijung,Mateescu,1965-01-10,1987-11-18,9999-01-01,Senior Staff
426228,Supot,Badache,1965-01-17,1996-08-17,9999-01-01,Engineer
426235,Danco,Rajala,1965-01-31,1991-03-29,9999-01-01,Senior Staff
426644,Zejun,Broomell,1965-01-13,1995-01-19,9999-01-01,Senior Engineer
426706,Karsten,Kawashima,1965-01-07,1994-03-15,9999-01-01,Senior Engineer
426795,Huican,Lunn,1965-01-07,1986-07-23,9999-01-01,Senior Staff
426818,Gaurav,Fendler,1965-01-21,1992-02-15,9999-01-01,Senior Staff
426819,Sandeepan,Kulisch,1965-01-13,1997-05-16,9999-01-01,Engineer
426824,Gopalakrishnan,Mawatari,1965-01-25,1997-12-07,9999-01-01,Senior Staff
426958,Weijing,Viele,1965-01-19,1985-10-03,9999-01-01,Senior Engineer
427313,Utpal,Kemmerer,1965-01-31,1986-12-04,9999-01-01,Senior Staff
427320,Mamdouh,Ramamoorthy,1965-01-13,2000-01-13,9999-01-01,Senior Engineer
427332,Feiyu,Hemaspaandra,1965-01-20,1995-06-04,9999-01-01,Staff
427571,Torsten,Ranta,1965-01-20,1995-07-03,9999-01-01,Senior Engineer
427776,Jaques,Navazio,1965-01-25,1989-04-04,9999-01-01,Senior Staff
427805,Haldun,Compeau,1965-01-21,1997-10-15,9999-01-01,Senior Staff
427823,Jaques,Gecsei,1965-01-18,1999-07-13,9999-01-01,Staff
427852,Adil,Kieras,1965-01-02,1992-07-20,9999-01-01,Senior Engineer
428082,Ronghao,Alpin,1965-01-09,1991-09-11,9999-01-01,Senior Staff
428160,Jamaludin,Kalorkoti,1965-01-12,1998-09-06,9999-01-01,Senior Staff
428195,Hatsukazu,Rosca,1965-01-11,1993-08-02,9999-01-01,Senior Staff
428219,Ghassan,Androutsos,1965-01-21,1987-12-26,9999-01-01,Senior Staff
428917,Theron,Billawala,1965-01-23,1989-02-17,9999-01-01,Senior Engineer
429087,Hugh,Senzako,1965-01-27,1992-10-15,9999-01-01,Technique Leader
429231,Kazuyasu,Schmiedel,1965-01-09,1985-09-07,9999-01-01,Senior Staff
429238,Mona,Luck,1965-01-29,1989-05-11,9999-01-01,Senior Staff
429249,Alassane,Wolniewicz,1965-01-28,1993-11-09,9999-01-01,Senior Engineer
429316,Seshu,Hiraishi,1965-01-08,1994-08-10,9999-01-01,Senior Staff
429381,Limsoon,Roohalamini,1965-01-06,1986-11-26,9999-01-01,Senior Staff
429481,Subhada,Emmerich,1965-01-09,1996-03-06,9999-01-01,Engineer
429520,Yongqiao,Francisci,1965-01-06,1999-12-01,9999-01-01,Engineer
429532,Bartek,Vendrig,1965-01-25,1992-06-06,9999-01-01,Senior Staff
429569,Fumiya,Chappelet,1965-01-03,1992-09-03,9999-01-01,Engineer
429703,Ung,Honglei,1965-01-06,1986-09-02,9999-01-01,Senior Staff
429899,Ranan,Marsiglia,1965-01-30,1999-08-13,9999-01-01,Staff
429954,Renny,Gladwell,1965-01-26,1999-02-27,9999-01-01,Staff
430054,Erzsebet,Setiz,1965-01-22,1993-06-10,9999-01-01,Senior Engineer
430558,Xiong,Roisin,1965-01-07,1988-03-01,9999-01-01,Senior Engineer
430593,Janalee,Lanzelotte,1965-01-19,1997-12-01,9999-01-01,Senior Staff
430631,Kersti,Marsiglia,1965-01-17,1994-02-19,9999-01-01,Engineer
430891,Khalil,Gien,1965-01-06,1991-08-06,9999-01-01,Senior Engineer
431576,Masamitsu,Back,1965-01-06,1993-04-12,9999-01-01,Senior Staff
431657,Visit,Thiran,1965-01-31,1986-11-14,9999-01-01,Senior Engineer
431882,Hideo,Varman,1965-01-21,1997-06-19,9999-01-01,Engineer
431887,Poorav,Ranst,1965-01-05,1996-06-01,9999-01-01,Senior Engineer
432031,Adamantios,Matzat,1965-01-11,1987-03-01,9999-01-01,Senior Staff
432034,Arfst,Uehara,1965-01-24,1994-07-10,9999-01-01,Senior Staff
432121,Alair,Straney,1965-01-06,1986-11-15,9999-01-01,Senior Staff
432257,Kwangjo,Hiltgen,1965-01-20,1998-12-22,9999-01-01,Engineer
432261,Arve,Bergere,1965-01-30,1987-07-28,9999-01-01,Senior Engineer
432399,Nitsan,Nollmann,1965-01-19,1993-09-29,9999-01-01,Senior Engineer
432523,Takahiro,Maquelin,1965-01-21,1997-07-21,9999-01-01,Engineer
432665,Flemming,Driscoll,1965-01-02,1994-05-28,9999-01-01,Senior Engineer
432787,Toshiko,Ibel,1965-01-16,1996-11-23,9999-01-01,Senior Engineer
432956,Qunsheng,Birrer,1965-01-25,1986-05-13,9999-01-01,Senior Staff
433059,Bojan,Montresor,1965-01-02,1995-02-04,9999-01-01,Staff
433157,Tomofumi,Serna,1965-01-16,1999-10-23,9999-01-01,Staff
433260,Make,Olivero,1965-02-01,1991-06-01,9999-01-01,Engineer
433438,Keiichiro,Miyakawa,1965-01-06,1993-09-12,9999-01-01,Senior Staff
434845,Takushi,Skogmar,1965-01-11,1985-06-07,9999-01-01,Senior Staff
434936,Sahrah,Rosis,1965-01-15,1994-06-24,9999-01-01,Senior Engineer
435042,Brigham,Borstler,1965-01-10,1995-10-09,9999-01-01,Staff
435060,Moie,Lieblein,1965-01-16,1996-07-12,9999-01-01,Staff
435181,Kazuhide,Fiutem,1965-01-16,1992-05-10,9999-01-01,Senior Staff
435289,Feixiong,Schurmann,1965-01-04,1987-02-15,9999-01-01,Senior Staff
435305,Berthier,Pramanik,1965-01-21,1993-01-23,9999-01-01,Senior Staff
435370,Conal,Basart,1965-01-16,1991-05-17,9999-01-01,Senior Staff
435588,Genta,Pepe,1965-01-29,1994-04-12,9999-01-01,Senior Staff
435602,Dietrich,Kranzdorf,1965-01-29,1992-10-04,9999-01-01,Senior Staff
435774,Olivera,Bharadwaj,1965-01-09,1992-04-01,9999-01-01,Senior Staff
435791,Hercules,Speer,1965-01-07,1994-03-07,9999-01-01,Senior Engineer
436558,Subir,Greibach,1965-01-08,1992-05-24,9999-01-01,Senior Engineer
436797,Ohad,Henders,1965-01-24,1990-11-03,9999-01-01,Senior Staff
436827,Wojceich,Limongiello,1965-01-30,1988-03-10,9999-01-01,Senior Staff
436915,Feixiong,Haraldson,1965-01-13,1998-10-11,9999-01-01,Staff
437276,Dines,DeMori,1965-01-17,1987-12-07,9999-01-01,Senior Staff
437369,Kazuhide,Biran,1965-02-01,1995-01-25,9999-01-01,Senior Staff
437395,Sumant,Thambidurai,1965-01-21,1996-08-24,9999-01-01,Senior Staff
437724,Erez,Luft,1965-01-17,1994-12-14,9999-01-01,Staff
437870,Kerhong,Lorho,1965-01-07,2001-03-17,9999-01-01,Staff
438038,Lena,Giaccio,1965-01-01,2001-10-03,9999-01-01,Senior Staff
438264,Rasikan,Barreiro,1965-01-19,1991-09-27,9999-01-01,Senior Staff
438557,Lidong,Swist,1965-01-30,1999-09-16,9999-01-01,Engineer
439377,Mari,Plessier,1965-01-28,1997-07-04,9999-01-01,Senior Engineer
439905,Kousuke,Levasseur,1965-01-03,1990-03-16,9999-01-01,Senior Staff
439924,Gunilla,Kisuki,1965-01-30,1994-08-14,9999-01-01,Senior Staff
440325,Douadi,Sullins,1965-01-10,1999-09-25,9999-01-01,Senior Staff
440435,Sandeepan,Rosti,1965-01-03,1991-11-26,9999-01-01,Senior Engineer
440450,Tzvetan,Scharstein,1965-01-16,1994-06-16,9999-01-01,Senior Staff
440642,Snehasis,Kalsbeek,1965-01-14,1988-01-06,9999-01-01,Senior Staff
440870,Filipp,Hasham,1965-01-01,1996-10-14,9999-01-01,Senior Staff
440937,Fabrizio,Usery,1965-01-18,1992-10-13,9999-01-01,Senior Staff
441197,Miquel,Legleitner,1965-01-18,1985-06-28,9999-01-01,Senior Staff
441536,Chinho,Collette,1965-01-10,1995-10-09,9999-01-01,Senior Engineer
441954,Leszek,Marchegay,1965-01-03,1999-06-13,9999-01-01,Engineer
441965,Claudi,Heijenga,1965-01-12,1988-08-30,9999-01-01,Senior Staff
442002,Ravishankar,Baig,1965-01-03,1992-03-17,9999-01-01,Senior Staff
442096,Martijn,DiGiano,1965-01-15,1990-06-15,9999-01-01,Senior Engineer
442312,Zengping,Cusworth,1965-01-05,1991-06-07,9999-01-01,Senior Engineer
442490,Navid,Luke,1965-01-08,1994-10-17,9999-01-01,Engineer
442653,Mona,Hebden,1965-01-04,1995-10-20,9999-01-01,Engineer
442700,Siddarth,Masada,1965-01-06,1997-08-11,9999-01-01,Staff
442898,Aksel,Gire,1965-01-07,1999-06-27,9999-01-01,Engineer
443108,Christfried,Atrawala,1965-01-14,1998-11-29,9999-01-01,Senior Staff
443485,Marke,Klerer,1965-01-23,1990-04-14,9999-01-01,Senior Staff
443841,Shaw,Kading,1965-01-08,1992-07-16,9999-01-01,Senior Staff
443873,Vatsa,Ramsay,1965-01-20,2000-06-16,9999-01-01,Senior Staff
444070,Heping,Skrikant,1965-01-15,1990-11-27,9999-01-01,Senior Staff
444099,Kousuke,Worfolk,1965-01-28,1988-03-22,9999-01-01,Senior Staff
444208,Irena,Cesareni,1965-01-27,1985-10-30,9999-01-01,Senior Staff
444465,Prasadram,Bultermann,1965-01-13,1998-10-25,9999-01-01,Senior Engineer
444487,Udi,Rullman,1965-01-03,1994-04-09,9999-01-01,Senior Engineer
444643,Berna,Schonegge,1965-01-18,1998-06-28,9999-01-01,Staff
445067,Eldridge,Kawashima,1965-01-28,1990-02-27,9999-01-01,Senior Engineer
445152,Heping,Peac,1965-01-09,1985-03-20,9999-01-01,Senior Staff
445226,Oscar,Baumann,1965-01-01,1987-01-22,9999-01-01,Senior Engineer
445570,Van,Nations,1965-01-25,1986-08-11,9999-01-01,Technique Leader
445723,Gaurav,Roison,1965-01-31,1991-07-12,9999-01-01,Senior Staff
445941,Masako,Dechter,1965-01-11,1985-09-25,9999-01-01,Technique Leader
445950,Ebru,Valtorta,1965-01-23,1992-12-09,9999-01-01,Senior Engineer
446121,Fay,Cochrane,1965-01-11,1999-12-13,9999-01-01,Staff
446306,Hercules,Kabayashi,1965-01-22,1991-06-10,9999-01-01,Senior Engineer
446424,DAIDA,Nooteboom,1965-01-16,1985-11-24,9999-01-01,Senior Engineer
446897,Takahiro,Dalton,1965-01-22,1992-09-30,9999-01-01,Technique Leader
446959,Aram,Passino,1965-01-29,1995-01-28,9999-01-01,Senior Engineer
447018,Dannz,Miara,1965-01-17,1992-12-04,9999-01-01,Senior Engineer
447135,Gennady,Rouquie,1965-01-31,1989-08-24,9999-01-01,Senior Staff
447232,Aleksander,Schaaf,1965-01-22,2000-01-10,9999-01-01,Senior Staff
447376,Kirk,Zongker,1965-01-07,1999-12-10,9999-01-01,Staff
447544,Stabislas,Kakkad,1965-01-22,1989-02-19,9999-01-01,Senior Staff
447613,Paris,Restivo,1965-01-15,1986-11-21,9999-01-01,Senior Engineer
447877,Make,Heuser,1965-01-13,1988-07-02,9999-01-01,Senior Engineer
447931,Martijn,Jeong,1965-01-11,1990-12-14,9999-01-01,Senior Staff
447966,Kamakshi,Hebert,1965-01-05,1997-01-17,9999-01-01,Senior Engineer
447982,Shiv,Baezner,1965-01-25,1990-12-17,9999-01-01,Senior Engineer
447999,Shiv,Vilarrasa,1965-01-05,1990-08-01,9999-01-01,Senior Engineer
448769,Mong,Dichev,1965-01-18,1997-10-11,9999-01-01,Technique Leader
448900,Mart,Talmor,1965-01-16,1999-05-11,9999-01-01,Staff
448918,Chiradeep,Arlazarov,1965-01-23,1989-10-06,9999-01-01,Senior Engineer
448994,Haldun,Syang,1965-01-12,1997-02-11,9999-01-01,Staff
449189,Jahangir,Bernatsky,1965-01-30,1995-09-30,9999-01-01,Senior Staff
449815,Fumitaka,Quittner,1965-01-27,1988-04-20,9999-01-01,Senior Staff
449984,Hinrich,Perin,1965-02-01,1985-11-20,9999-01-01,Senior Engineer
450184,Selwyn,Henseler,1965-01-11,1993-03-09,9999-01-01,Senior Engineer
450255,Udo,Waymire,1965-01-31,1986-06-14,9999-01-01,Technique Leader
450309,Gill,Orlowska,1965-01-08,1986-12-25,9999-01-01,Technique Leader
450475,Saeed,Bahl,1965-01-21,1991-01-29,9999-01-01,Senior Staff
450817,DAIDA,Frolund,1965-01-10,1987-07-17,9999-01-01,Senior Engineer
450888,Sedat,Rande,1965-01-03,1995-03-25,9999-01-01,Senior Staff
450934,Chanjung,Raoux,1965-01-23,1992-05-25,9999-01-01,Senior Engineer
450936,Yuriy,Ponthieu,1965-01-18,1991-12-11,9999-01-01,Senior Staff
451253,Jaihie,Ozeri,1965-01-15,1991-06-21,9999-01-01,Senior Staff
451272,Jacopo,Krohm,1965-01-02,1991-04-24,9999-01-01,Senior Engineer
451275,Bedrich,Isard,1965-01-25,1986-06-07,9999-01-01,Senior Staff
451333,Radhika,Bonifati,1965-01-15,1995-03-11,9999-01-01,Senior Staff
452137,Subir,Miake,1965-01-15,1999-01-09,9999-01-01,Senior Engineer
452206,Arra,Esposito,1965-01-22,1994-11-03,9999-01-01,Staff
452325,Taiji,Berstel,1965-01-14,1996-12-02,9999-01-01,Senior Engineer
452347,Shigeichiro,Brattka,1965-01-07,1996-07-13,9999-01-01,Senior Staff
452365,Fei,Gadepally,1965-01-05,1988-11-13,9999-01-01,Engineer
452956,Gou,Thombley,1965-01-17,1990-11-07,9999-01-01,Senior Engineer
452957,Alair,Nanard,1965-01-03,1996-02-10,9999-01-01,Staff
452982,Lobel,Aloia,1965-01-29,1994-12-29,9999-01-01,Senior Staff
453070,Aran,Rosenbaum,1965-01-06,1991-04-25,9999-01-01,Senior Staff
453154,Gao,Lally,1965-01-03,1996-03-01,9999-01-01,Staff
453644,Berni,Takkinen,1965-01-07,1992-06-08,9999-01-01,Senior Staff
453688,Chinya,Leslie,1965-01-24,1995-10-28,9999-01-01,Engineer
453723,Arne,Kohling,1965-01-15,1985-12-13,9999-01-01,Senior Engineer
453760,Ewing,Rajala,1965-01-13,1996-06-21,9999-01-01,Senior Staff
453790,Fai,Keirsey,1965-01-11,1994-10-12,9999-01-01,Senior Engineer
453913,Stein,Perng,1965-01-23,1993-04-29,9999-01-01,Senior Staff
454338,Mohammed,Georg,1965-01-24,1998-08-03,9999-01-01,Engineer
454378,Gina,Ossenbruggen,1965-01-06,1998-01-03,9999-01-01,Technique Leader
454736,Nechama,Ermel,1965-01-24,1995-06-05,9999-01-01,Engineer
454791,Xiaoqiu,Pietracaprina,1965-01-22,1994-07-09,9999-01-01,Senior Engineer
454825,Kamakshi,Schusler,1965-01-02,1995-05-25,9999-01-01,Senior Engineer
454994,Mohan,Picht,1965-01-01,1991-02-24,9999-01-01,Senior Engineer
